id,coder,pmcid,protocol,include,participants,journal,publisher,pub_year,impact_factor,verbatim,power_calc_type,multiple,version,version_text,power,power_text,alpha,alpha_text,sample_size,sample_size_text,effect_size_type,effect_size_type_other_standardized_text,effect_size_type_other_nonstandardized_text,effect_size_value,effect_size_value_text,stat_test,stat_test_other_regression_text,stat_test_other_nonregression_text,other_info_missing,reproducible,reproducible_text,justification,justification_text,mult_compare,mult_compare_text,anova_within_between,match,match_text,error,error_text,impact,comments_calc,comments_general,effect_size_type_binary,stat_test_binary,all6,all6_binary,reproducible_binary,justification_binary,just_previous,just_pilot,just_convention,just_mcid,just_none,just_ref,just_other
76,EZ/RTT,PMC6173246,Yes,Include,Human,BMJ Open,BMJ PUBLISHING GROUP,2018,2.369,"Power calculations were adapted for repeated-measures analysis of variance (ANOVA) enabling us to calculate the required sample size with G*Power.108 As multilevel modelling offers enhanced statistical power over a common ANOVA approach, the sample size calculated represents a conservative estimate. Power calculations are based on findings from van Aalderen et al. 109 The authors investigated the effects of a mindfulness-based cognitive therapy for depressed patients within a large-scale RCT and found a medium sized effect of d=0.53 SD compared with a TAU condition on the HDRS (ie, the primary outcome of our study). Assuming a similar medium-sized effect (f=0.25) when comparing CBCT-fC to TAU from pre-to-post intervention, power analysis with G*Power suggests a required sample size of n=40 ((1-β)=0.80, ρ=0.40). To accounting for a~20% dropout, we plan to randomise n=50 couples into the study.",Solves for sample size (often called a priori),No,0,,1,0.8,0,NA,1,40,f,,,1,0.25,ANOVA,,,"default option, number of measres, correlation between measures, interaction or main effect",No,,Previously published research,,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",,"Yes, but I cannot reasonably assume which option they used.",The article is a protocol,,Unsure (there's not enough information to reasonably code yes or no).,,,,,1,1,5,0,0,1,1,0,0,0,0,0,0
77,EZ/RTT,PMC8646843,No,Include,Human,JOURNAL OF REHABILITATION MEDICINE,FOUNDATION REHABILITATION INFORMATION,2021,2.046,"G*Power (Universities, Dusseldorf, Germany) software was used to calculate the sample size of the outcome parameter walking velocity, with an alpha of 0.05, power of 80%, and an effect size of 0.48. The sample size was 36 children.",Solves for sample size (often called a priori),No,0,,1,0.8,1,0.05,1,36,No,,,1,0.48,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",That they ran a paired sample t-test and rounded the number of participants down. Two-tailed,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",The statistical analysis part says they Bonferroni corrected.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,"I said I could reproduce their analysis, but I had to assume the test and am not sure it is a reasonable assumption. So I remain uncertain what analysis they used for the power calc.",Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,4,0,1,0,0,0,0,0,1,0,0
80,EZ/RTT,PMC7139826,No,Include,Human,Brain Sciences,MDPI,2020,2.786,"G Power 3 (Heinrich Heine University, Düsseldorf, Germany) was used to determine the sample size required to find a significant difference in object-location memory performance between incidental and intentional encoding. The power analysis indicated that 47 participants would be needed to detect a medium effect size (dz = 0.5) with an alpha level of 0.05 and 90% power.",Solves for sample size (often called a priori),No,1,3,1,0.9,1,0.05,1,47,d,,,1,0.5,the statistical test is NOT reported,,,tails,"Yes, but I've had to make some assumptions. (please list the assumptions you made)","two tailed, statistical test taken from another section of the article; parent discribution (normal)","Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Yes,"I've assumed that the test used in their power calculaiton matches, because I could reproduce the power calc.",No,,,,,1,0,5,0,1,1,0,0,1,0,0,0,0
81,EZ/RTT,PMC8262247,No,Include,Non-human animal,PATHOLOGY & ONCOLOGY RESEARCH,,2021,2.826,"Also, the total sample size of 35 was calculated by G-POWER 3.1.9.7 software with the alpha probability of 0.05, effect size of 0.8 and a power of 0.80 in order to the sufficient number of mice per group.",Solves for sample size (often called a priori),No,1,3.1.9.7,1,0.8,1,0.05,1,35,No,,,1,0.8,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,4,0,0,0,0,0,0,0,1,0,0
83,EZ/HP,PMC7905917,No,Include,Human,Archives of Public Health,BMC,2021,1.774,"The estimated sample size was 494 using G-power, based on the results from Mirghafourvand et al.’s study (19), and the correlation coefficient of 0.12 between social support and physical activity of HPB, α = 0.05, power = 85%. The final sample size was 749 because of using cluster sampling and a design effect of 1.5. However, the sample size was ultimately increased to 783 by considering a 5% sample loss.",Solves for sample size (often called a priori),No,0,,1,0.85,1,0.05,1,494,r,,,1,0.12,"correlation (e.g., Pearson's or Spearman's)",,,,No,,Previously published research,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Yes,,Unsure (there's not enough information to reasonably code yes or no).,,,,,1,1,6,1,0,1,1,0,0,0,0,0,0
84,EZ/HP,PMC6957877,Yes,Include,Human,Contemporary Clinical Trials Communications,ELSEVIER INC,2020,NA,"2.9.2.1. Sample size considerations To achieve 80% power at a 0.05 significance level with a large effect size (demonstrated when a single behaviour is targeted and MI proficiency is confirmed) [32], 34 participants are required [33]. Being a cluster randomised trial, a recommended intracluster correlation coefficient of 0.05 is applied to account for variation between clusters, increasing the target sample size to 14 participants per cluster [34,35]. Allowing for a conservative loss to follow up (given the relatively short 6-week intervention) the final target sample size is 15 participants per cluster and 60 participants overall.",Solves for sample size (often called a priori),No,0,,1,0.8,1,0.05,1,34,No,,,0,NA,the statistical test is NOT reported,,,"It looks as though the statistical test powered for is an ANCOVA, but that isn't completely clear",No,,"Previously published research,Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,The article is a protocol,,Unsure (there's not enough information to reasonably code yes or no).,,,Intracluster coefficient assumed to be 0.05; loss of follow-up of 1/15 participants assumed,,0,0,3,0,0,1,1,0,1,0,0,0,0
85,EZ/RTT,PMC7684745,No,Include,Human,BMC Sports Science Medicine and Rehabilitation,BMC,2020,NA,"Using G*Power [14], the power analysis (f = 0.25, α = 0.05, 1-β = 0.80, number of groups: n = 2, number of measurements: n = 2, correlation between testing: r = 0.50, drop-out rate per group: 10% due to injury reasons not attributable to treatments) revealed that a total sample size of N = 37 participants (i.e., n = 18–19 per group) would be sufficient to detect statistically significant training effects.",Solves for sample size (often called a priori),No,0,,1,0.8,1,0.05,1,33,f,,,1,0.25,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",repeated measures ANOVA interaction effect; default option,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,"""Further, a tendency toward a significant Test × Group interaction was found for standing with eyes opened on firm surface (F1, 74 = 3.298, p = 0.078, d = 0.61). """,No,,128 would be the sample size if they followed Cohen's method...?,,,1,0,5,0,1,0,0,0,0,0,1,0,0
86,EZ/RTT,PMC6945698,Yes,Include,Human,BMC Psychiatry,BMC,2020,2.666,"The trial is powered to detect significant differences relevant to the primary outcome. A power analysis (G-power 3.1) for medium effect (Cohen’s d = .5) was conducted with power of .08, and using the conventional significance level (.05), resulting in a desired sample of 102 (51 participants in each group). Consistent with previous studies (e.g. [75]) allowing for a conservatively estimated attrition rate of 20% to follow up, a sample of 120 will be recruited. Based on the projected sample size of 102, power of 0.8, and zero, small, medium or large effect sizes conditions for the indirect effect, the mediation analyses are well-powered to detect a medium beta paths between the independent variable and the mediator and between the mediator and the dependent variable (β = .0.39) using bootstrapping and the Sobel test [76].",Solves for sample size (often called a priori),No,1,3.1,1,0.08,1,0.05,1,102,d,,,1,0.5,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",one-tailed test,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They mention a primary outcome,No,Unsure (there's not enough information to reasonably code yes or no).,"If I am correct in my assumption that they ran a power calc for a t-test, than no, it doesn't match a planned analysis.",Unsure (there's not enough information to reasonably code yes or no).,,,,,1,0,5,0,1,1,0,0,1,0,0,0,0
89,EZ/RTT,PMC7686066,No,Include,Human,MEMORY & COGNITION,SPRINGER,2020,1.95,"For both experiments we used G*Power (Faul, Erdfelder, Buchner, & Lang, 2009) to determine our sample size. We determined that a sample size of 40 would have power of 0.87 to detect a medium effect size (d = .50). The selection of a medium effect size is conservative as in the literature the effect size of the visual similarity effect has been slightly larger. For instance, using the same stimuli, Chubala et al. (Experiment III, 2020) found an effect size of 1.10. The conservative selection in the present study was done to maximize the possibility of detecting a visual similarity effect with both modalities.",Solves for sample size (often called a priori),No,0,,1,0.87,0,NA,1,40,d,,,1,0.5,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",paired sample test; two tailed; number of participants rounded down,"Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",many ANOVAs,No,No,I can only find ANOVAs and bayesian tests,Unsure (there's not enough information to reasonably code yes or no).,"I can't really know, cause I'm not certain that my assmptions are correct.",,"Although they say they used GPower to ""determine our sample size"". It appears as if they solved for power (87%)",,1,0,4,0,1,1,0,0,0,0,0,1,0
90,EZ/RTT,PMC9099607,No,Include,Human,International Journal of Environmental Research and Public Health,MDPI,2022,3.39,"The sample size of 16 participants was based on data collected by Kingsley et al. [14]. The G*Power sample size calculator, version 3.1.9.2 (Heinrich-Heine-Universität Düsseldorf, Dusseldorf, Germany) [26], was used to estimate a minimum sample size of eight to achieve a power of 80% based on an effect size (Cohen’s f) of 1.13 and an alpha of 0.05.",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.8,1,0.05,1,8,f,,,1,1.13,the statistical test is NOT reported,,,"It appears to be an ANOVA, so all the anova details: default option, interaction vs main effect, etc.",No,,"Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but I cannot reasonably assume which option they used.",No,,Unsure (there's not enough information to reasonably code yes or no).,,,,,1,0,5,0,0,1,0,0,0,0,0,1,0
91,EZ/RTT,PMC8242858,No,Include,Human,Nursing Open,WILEY,2021,1.363,"The sample size was determined using a power analysis and calculated using the G*Power program (Erdfelder et al., 1996; Faul et al., 2007). Linear multiple regression in G*Power program was conducted using a random model. When using two‐tailed test and considering an effect size of 0.05, 16 related factors were based on the psychological stress and coping theory (Folkman & Lazarus, 1980; Lazarus & Folkman, 1984) and relevant published work (Brudek et al., 2019; Ding et al., 2015; Gifkins et al., 2017; Li et al., 2017; Zhou et al., 2017), significance level (p) of 0.05, and 95% power, yielding a minimum sample size of 627 (Graph 1). [includes a screenshot of Gpower software]",Solves for sample size (often called a priori),No,1,3.1.9.7,1,0.95,1,0.05,1,627,Other: Standardized,r^2,,1,NA,other regression (please describe),Random effects multiple linear regression,,no,"Yes, based solely on the information in the article or its supplementary material",,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,No,"It appears they used 16 predictors in the power calc, but only 11 in the Table in the results section describing the linear multiple regression.",No,,,,,1,1,6,1,1,0,0,0,0,0,1,0,0
92,EZ/RTT,PMC7815697,No,Include,Human,Frontiers in Psychology,FRONTIERS MEDIA SA,2020,2.129,"A priori power analyses using G∗Power 3.1.9.2 (Faul et al., 2007) indicated that a total of 34 participants (11–12 per group) would provide 80% power to detect a medium effect size of 0.35.",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.8,0,NA,1,34,No,,,1,0.35,the statistical test is NOT reported,,,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,3,0,0,1,0,0,1,0,0,0,0
95,EZ/RTT,PMC6615253,Yes,Include,Human,Trials,BMC,2019,2.067,"According to previous studies [47, 48], for an effect size of 0.25, power of 0.80, and alpha of 0.05, the sample size is to be 82 subjects (n = 41 in each group) using G-Power software. Given the probability of a 10% dropout rate, 44 subjects will be included in each group. The total sample size will be 88 participants.",Solves for sample size (often called a priori),No,0,,1,0.8,1,0.05,1,82,No,,,1,0.25,the statistical test is NOT reported,,,,No,,"Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",They have multiple primary outcomes,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,The article is a protocol,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,4,0,0,1,0,0,0,0,0,1,0
96,EZ/RTT,PMC7366206,No,Include,Human,Molecular and Clinical Oncology,SPANDIDOS PUBL LTD,2020,NA,Sample size calculations were performed using G*Power 3 software (10). We performed a power analysis by using a repeated measures ANOVA with an effect size of 0.25. Bentley et al (11) suggested that an effect size of 0.25 is a medium effect for the ANOVA statistic. A power analysis with an effect size of 0.25 for the power of 0.80 at a two-sided alpha level of 0.05 showed that it was necessary to have ≥29 subjects in each group. All statistical analyses were conducted with IBM SPSS® statistics ver. 22.0 software (IBM Corp.).,Solves for sample size (often called a priori),No,1,3,1,0.8,1,0.05,1,58,No,,,1,0.25,ANOVA,,,"Anova: options, effect, correlation.",No,,"Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They only have one primary outcome.,"Yes, but I cannot reasonably assume which option they used.",Unsure (there's not enough information to reasonably code yes or no).,The results section makes it look like they only used t-tests. But they powered for an ANOVA.,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,1,5,0,0,1,0,0,0,0,0,1,0
97,EZ/RTT,PMC7759140,No,Include,Human,PeerJ,PEERJ INC,2020,2.353,"In an a priori analysis of the required sample size (G*Power V.3.1.9.6), we needed 12 subjects per group, we had 11 participants in the experimental group and eight in the control group that is why we have titled the article as a pilot study.",Solves for sample size (often called a priori),No,1,3.1.9.6,0,NA,0,NA,1,24,No,,,0,NA,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0
98,EZ/RTT,PMC7061134,No,Include,Human,International Journal of Dentistry,HINDAWI LTD,2020,NA,Sample size was calculated using G-power software for t-test with predetermined margin of error of 5% and confidence level of 95%. The required sample size was 120 participants.,Solves for sample size (often called a priori),No,0,,0,NA,1,0.05,1,120,No,,,0,NA,t-test,,,independent or paired sample t-test,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,"I don't know if it's an independent or paired t-test, so I can't no for certain.",Unsure (there's not enough information to reasonably code yes or no).,,,,,0,1,3,0,0,0,0,0,0,0,1,0,0
99,EZ/RTT,PMC6427863,No,Include,Non-human animal,BMC Complementary and Alternative Medicine,BMC,2019,NA,"Sample sizes were calculated using the freely downloadable software G Power for sample size calculation and performing an a priori analysis. The sample size was calculated using the power analyses for analyses of variance for fixed effects, using a one-factorial design (Experiment 1) or a multi-factorial design (Experiments 2 to 5). We have assumed a significance level (alpha) of 5% for all experiments, and power (probability of finding an effect) of 80%, using a two tailed test, with no expected attrition.",Solves for sample size (often called a priori),Yes,0,,1,0.8,1,0.05,0,NA,No,,,0,NA,ANOVA,,,anova info,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but I cannot reasonably assume which option they used.",Yes,"Yes, in the sense that it's an ANOVA. But I'm not sure if they ran the same type of ANOVA as in the power calc.",Unsure (there's not enough information to reasonably code yes or no).,,,sample sizes are ~5 per group.,,0,1,3,0,0,0,0,0,0,0,1,0,0
102,EZ/RTT,PMC8910480,No,Include,Human,International Journal of Environmental Research and Public Health,MDPI,2022,3.39,"The sample size was calculated using G*power 3.1.9 software (Heinrich-Heine-University, Düsseldorf, Germany) based on a significance level of 0.05, a power of 0.9, effect size of 0.15, and 9 associated variables. The minimum sample size was 152.",Solves for sample size (often called a priori),No,1,3.1.9,1,0.9,1,0.05,1,152,No,,,1,0.15,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,4,0,0,0,0,0,0,0,1,0,0
108,EZ/RTT,PMC6224635,No,Include,Human,Kidney International Reports,ELSEVIER SCIENCE INC,2018,NA,"A power calculation based on previous research29 that assessed the feeding-mediated stimulation of myofibrillar protein synthesis rates showed that n = 6 was sufficient to detect differences between groups when using a 2-sided statistical test (P < 0.05, 95% power, f = 0.86; G*power version 3.1.9.3).",Solves for sample size (often called a priori),No,1,3.1.9.3,1,0.95,1,0.05,1,6,f,,,1,0.86,the statistical test is NOT reported,,,standard anova details,No,,"Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,"""Due to the strong main effect of MHD on FSRs within the 2-factor analysis of variance...""",Unsure (there's not enough information to reasonably code yes or no).,,,"The effect size used is huge, perhaps unreasonable. I couldn;t find the number of time points. They must have used the default ANOVA option because the non-default one produces a much larger sample size.",,1,0,5,0,0,1,0,0,0,0,0,1,0
109,EZ/RTT,PMC7164145,No,Include,Human,BMC Anesthesiology,BMC,2020,1.619,"Our primary outcome was the rate of successful management of maternal hypotension. As there are no available data for this outcome using NE boluses, we performed a pilot study in which we reported a rate of successful management of maternal hypotension of 77% with the 6 mcg bolus. G-power software (version 3.1.9.2) was used to calculate the sample size. An absolute improvement of 18% in the rate of successful management of a first hypotensive episode (aiming 95% success rate) was planned for sample size calculation. One-hundred and four hypotensive mothers (52 per group) at least were estimated to have a study power of 80% and an alpha error of 0.05. This number was increased to 112 mothers (56 per group) to compensate for possible dropouts.",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.8,1,0.05,1,104,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,percentage between groups,1,0.18,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They indicate a single primary outcome.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,"It appears so, but it's not clear.",Unsure (there's not enough information to reasonably code yes or no).,,,,,1,0,5,0,0,0,0,0,0,0,1,0,0
114,EZ/RTT,PMC7460363,No,Include,Human,International Journal of Environmental Research and Public Health,MDPI,2020,2.468,"We performed a power analysis using the G*Power (v3.1.9.2, Heinrich-Heine-Universität Düsseldorf, Germany) program and found that 90 participants would provide 80% statistical power at a 5% significance level (two-sided test) for a small to medium effect size (d = 0.3).",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.8,1,0.05,1,90,d,,,1,0.3,the statistical test is NOT reported,,,independent or paired sample (if it's a t-test),No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",EQ-VAS was their primary outcome,No,Unsure (there's not enough information to reasonably code yes or no).,It's not clear what test they used.,Unsure (there's not enough information to reasonably code yes or no).,,,,,1,0,5,0,0,1,0,0,1,0,0,0,0
115,EZ/RTT,PMC8559765,No,Include,Human,Intensive and Critical Care Nursing,ELSEVIER SCI LTD,2021,1.886,"The size of the study sample was calculated using the G*Power (v. 3.1.9.6.) program. A similar study using the Beck Hopelessness Scale was used for sample calculation (Topuz, 2018). As a result of the power analysis (80% representation ability, α=0.05, and effect size=0.6), it was calculated that a total of 78 nurses would be required as a sample of 39 interventions and 39 as the control group. However, taking into account possible losses during the study, the number of participants was increased by 10% and 93 nurses were included, 44 in the motivational group and 49 in the control group.",Solves for sample size (often called a priori),No,1,3.1.9.6,1,0.8,1,0.05,1,78,No,,,1,0.6,the statistical test is NOT reported,,,,No,,"Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They have a primary outcome.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,"unclear whether the power is 0.80. The article says ""...power analysis (80% representation ability, α=0.05, and effect size=0.6)""",,0,0,4,0,0,1,0,0,0,0,0,1,0
116,EZ/RTT,PMC5684013,No,Include,Human,Journal of Physical Therapy Science,SOC PHYSICAL THERAPY SCIENCE,2017,NA,"Sample size calculation was performed at the beginning of the study using G*POWER statistical software (version 3.1.9.2; Franz Faul, Universitȁt Kiel, Germany) (Faul et al., 2009) and revealed that the appropriate sample size for this study was N=40 which gave observed power equal to 0.87. Calculations were made using α=0.05, β=0.2 and an effect size of 0.6.",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.8,1,0.05,1,40,No,,,1,0.6,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,4,0,0,0,0,0,0,0,1,0,0
117,EZ/RTT,PMC7924140,No,Include,Human,Pediatrics,AMER ACAD PEDIATRICS,2021,5.359,A total of 400 families in the full sample were needed to provide at least 80% power for a minimally detectable effect size of 0.3 after accounting 25% attrition.24,Solves for sample size (often called a priori),No,0,,1,0.8,1,0.05,1,300,d,,,1,0.3,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,1,0,5,0,0,0,0,0,0,0,1,0,0
120,EZ/RTT,PMC7403112,No,Include,Human,Korean Journal of Anesthesiology,KOREAN SOC ANESTHESIOLOGISTS,2020,NA,"The sample number was determined based on our preliminary data showing a mean VAS of 16 mm and a SD of 14 mm at rest 24 h after receiving the posterior TAPB, and a minimum change in the clinical significance of the VAS, which was previously shown to be 13 mm [13]. The sample size calculation conducted using G*Power (version 3.1, Cognitive and Industrial Psychology, Heinrich-Heine-Universtaet, Germany), under the assumption of α = 0.05 and β = 0.2 (80% power), showed that 20 samples were required for each group.",Solves for sample size (often called a priori),No,1,3.1,1,0.8,1,0.05,1,40,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,"mm on the Visual Analog Scale: mean, standard deviation and MCID",1,NA,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",t-test; independent samples; two tailed; SD was same in both groups,"Their own pilot data (that is not published),An effect size of interest or minimal clinically improtance difference (MCID)",,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",they have a primary endoint at 24h,No,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,1,0,5,0,1,1,0,1,0,1,0,0,0
