StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,coder,coder_4_TEXT,pmcid,protocol,include,participants,participants_4_TEXT,journal,pubYear,impactFactor,verbatim,powerCalcType,powerCalcType_4_TEXT,multiple,statsKnowledge,version,version_1_TEXT,power,power_1_TEXT,alpha,alpha_1_TEXT,sampleSize,sampleSize_1_TEXT,effectSizeType,effectSizeType_6_TEXT,effectSizeType_7_TEXT,effectSizeValue,effectSizeValue_1_TEXT,statTest,statTest_5_TEXT,statTest_6_TEXT,otherRepro,reproducible,reproducible_2_TEXT,justification,justification_5_TEXT,multCompare,multCompareText,ANOVAwithinBetween,match,matchText,error,errorText,impact,commentsCalc,commentsGeneral
2022-07-20 23:44:43,2022-07-20 23:46:58,IP Address,24.85.181.158,100,135,True,2022-07-20 23:46:58,R_1FyWvHC7THNOoqn,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC8211763,No,Include,Humans,,Frontiers in Psychology,2021,2.067,"The authors used the G*Power 3 program of Faul et al. (2007) to conduct a sensitivity power analysis with the following parameters: for the independent t-test, two-tailed, α error probability = 0.05, N = 52 (26 for each group), and Power = 0.81. This analysis showed that the analysis is sensitive enough for effects size r ≥ 0.37. This expected effect size is also in accordance with a meta-analysis on Terror management theory that results in a substantial effect size (Burke et al., 2010).",Solves for effect size (often called sensitivity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20 23:47:00,2022-07-20 23:56:20,IP Address,24.85.181.158,100,559,True,2022-07-20 23:56:21,R_R2B6BSq6aiMYDPH,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC6173246,Yes,Include,Humans,,BMJ Open,2018,2.369,"Power calculations were adapted for repeated-measures analysis of variance (ANOVA) enabling us to calculate the required sample size with G*Power.108 As multilevel modelling offers enhanced statistical power over a common ANOVA approach, the sample size calculated represents a conservative estimate. Power calculations are based on findings from van Aalderen et al. 109 The authors investigated the effects of a mindfulness-based cognitive therapy for depressed patients within a large-scale RCT and found a medium sized effect of d=0.53 SD compared with a TAU condition on the HDRS (ie, the primary outcome of our study). Assuming a similar medium-sized effect (f=0.25) when comparing CBCT-fC to TAU from pre-to-post intervention, power analysis with G*Power suggests a required sample size of n=40 ((1-β)=0.80, ρ=0.40). To accounting for a~20% dropout, we plan to randomise n=50 couples into the study.",Solves for sample size (often called a priori),,No,Yes,No,,Yes (0.80),,No,,Yes,40,f,,,Yes,.25,ANOVA,,,"default option, number of measres, correlation between measures, interaction or main effect",No,,Previously published research,,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",,"Yes, but I cannot reasonably assume which option they used.",The article is a protocol,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-20 23:56:24,2022-07-21 00:08:36,IP Address,24.85.181.158,100,731,True,2022-07-21 00:08:36,R_2sdUwhpcyhUYuIr,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC8646843,No,Include,Humans,,JOURNAL OF REHABILITATION MEDICINE,2021,2.046,"G*Power (Universities, Dusseldorf, Germany) software was used to calculate the sample size of the outcome parameter walking velocity, with an alpha of 0.05, power of 80%, and an effect size of 0.48. The sample size was 36 children.",Solves for sample size (often called a priori),,No,Yes,No,,Yes (0.80),,Yes (0.05),,Yes,36,No,,,Yes,0.48,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",That they ran a paired sample t-test and rounded the number of participants down.  Two-tailed,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",The statistical analysis part says they Bonferroni corrected.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,"I said I could reproduce their analysis, but I had to assume the test and am not sure it is a reasonable assumption. So I remain uncertain what analysis they used for the power calc.",Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-21 00:12:24,2022-07-21 00:15:45,IP Address,24.85.181.158,100,200,True,2022-07-21 00:15:45,R_XCjnpKmKbFiAFWN,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC8473704,No,Include,Non-human animals (this includes both in vivo and in vitro studies),,Frontiers in Cellular and Infection Microbiology,2021,4.123,"And also, the effect size was calculated by statistical software (G*power 3.1.9.2) after statistical analysis (Faul et al., 2007; Erdfelder et al., 2009). Effect size indicated 1.111 from the result of statistical analysis for ANOVA. This value indicates a strong statistical effect.",Solves for effect size (often called sensitivity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21 00:15:48,2022-07-21 00:30:50,IP Address,24.85.181.158,100,902,True,2022-07-21 00:30:50,R_egIirZNTGFMwdPj,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC6814573,No,Include,Humans,,JOURNAL OF ADOLESCENT HEALTH,2019,4.098,"Achieved power for ANOVA analyses was calculated using G*Power version 3.1.9.2 (Edgar Erdfelder et al., Heinrich-Heine-Universität Düsseldorf, Düsseldorf, Germany).26 Power to detect small, medium, and large effects all exceeded 0.99.",Solves for power (often called post hoc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21 00:30:52,2022-07-21 00:38:43,IP Address,24.85.181.158,100,471,True,2022-07-21 00:38:44,R_2dmgOb4nwBS03u6,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7139826,No,Include,Humans,,Brain Sciences,2020,2.786,"G Power 3 (Heinrich Heine University, Düsseldorf, Germany) was used to determine the sample size required to find a significant difference in object-location memory performance between incidental and intentional encoding. The power analysis indicated that 47 participants would be needed to detect a medium effect size (dz = 0.5) with an alpha level of 0.05 and 90% power.",Solves for sample size (often called a priori),,No,Yes,Yes,3,Yes,.90,Yes (0.05),,Yes,47,d,,,Yes,0.5,the statistical test is NOT reported,,,tails,"Yes, but I've had to make some assumptions. (please list the assumptions you made)","two tailed, statistical test taken from another section of the article; parent discribution (normal)","Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",There are at least 2 analysis for what they powered for (two figures),No,Yes,"I've assumed that the test used in their power calculaiton matches, because I could reproduce the power calc.",No,,,,
2022-07-21 00:38:46,2022-07-21 00:44:13,IP Address,24.85.181.158,100,327,True,2022-07-21 00:44:13,R_3Grif1glWIhJGZp,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC8262247,No,Include,Non-human animals (this includes both in vivo and in vitro studies),,PATHOLOGY & ONCOLOGY RESEARCH,2021,2.826,"Also, the total sample size of 35 was calculated by G-POWER 3.1.9.7 software with the alpha probability of 0.05, effect size of 0.8 and a power of 0.80 in order to the sufficient number of mice per group. ",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.7,Yes (0.80),,Yes (0.05),,Yes,35,No,,,Yes,0.8,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-21 00:44:18,2022-07-21 00:46:04,IP Address,24.85.181.158,100,105,True,2022-07-21 00:46:04,R_2pQA56N43kjwGWU,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC5447760,No,Include,Humans,,frontiers in psychology,2017,2.463,"It should be noted that the power to detect differences between both conditions in the present sample, assuming a medium effect size of f2 = 0.15 (Cohen, 1988), was large enough: 1 – ß = 0.97 (Faul et al., 2007)",Solves for power (often called post hoc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21 00:46:16,2022-07-21 00:49:56,IP Address,24.85.181.158,100,220,True,2022-07-21 00:49:56,R_6Ala0hbRBmpgR2x,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7905917,No,Include,Humans,,Archives of Public Health,2021,1.774,"The estimated sample size was 494 using G-power, based on the results from Mirghafourvand et al.’s study (19), and the correlation coefficient of 0.12 between social support and physical activity of HPB, α = 0.05, power = 85%. The final sample size was 749 because of using cluster sampling and a design effect of 1.5. However, the sample size was ultimately increased to 783 by considering a 5% sample loss.",Solves for sample size (often called a priori),,No,"No (If you select this option, the survey will terminate and we will be sure to get a stats savvy coder to be the other coder for this power calculation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21 00:50:11,2022-07-21 00:55:06,IP Address,24.85.181.158,100,294,True,2022-07-21 00:55:06,R_3p4HeKitKBdKz6x,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC6957877,No,Include,Humans,,Contemporary Clinical Trials Communications,2020,0.39,"2.9.2.1. Sample size considerations To achieve 80% power at a 0.05 significance level with a large effect size (demonstrated when a single behaviour is targeted and MI proficiency is confirmed) [32], 34 participants are required [33]. Being a cluster randomised trial, a recommended intracluster correlation coefficient of 0.05 is applied to account for variation between clusters, increasing the target sample size to 14 participants per cluster [34,35]. Allowing for a conservative loss to follow up (given the relatively short 6-week intervention) the final target sample size is 15 participants per cluster and 60 participants overall.",Solves for sample size (often called a priori),,No,"No (If you select this option, the survey will terminate and we will be sure to get a stats savvy coder to be the other coder for this power calculation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21 00:55:09,2022-07-21 01:07:30,IP Address,24.85.181.158,100,741,True,2022-07-21 01:07:31,R_ClXG0jwEbwwxBWF,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7684745,No,Include,Humans,,BMC Sports Science Medicine and Rehabilitation,2020,NA,"Using G*Power [14], the power analysis (f = 0.25, α = 0.05, 1-β = 0.80, number of groups: n = 2, number of measurements: n = 2, correlation between testing: r = 0.50, drop-out rate per group: 10% due to injury reasons not attributable to treatments) revealed that a total sample size of N = 37 participants (i.e., n = 18–19 per group) would be sufficient to detect statistically significant training effects.",Solves for sample size (often called a priori),,No,Yes,No,,Yes (0.80),,Yes (0.05),,Yes,37,f,,,Yes,.25,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",repeated measures ANOVA interaction effect; default option,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,"""Further, a tendency toward a significant Test × Group interaction was found for standing with eyes opened on firm surface (F1, 74 = 3.298, p = 0.078, d = 0.61). """,No,,,,
2022-07-21 01:07:33,2022-07-21 01:17:58,IP Address,24.85.181.158,100,625,True,2022-07-21 01:17:59,R_2WvbNeBngOCiJmQ,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC6945698,Yes,Include,Humans,,BMC Psychiatry,2020,2.666,"The trial is powered to detect significant differences relevant to the primary outcome. A power analysis (G-power 3.1) for medium effect (Cohen’s d = .5) was conducted with power of .08, and using the conventional significance level (.05), resulting in a desired sample of 102 (51 participants in each group). Consistent with previous studies (e.g. [75]) allowing for a conservatively estimated attrition rate of 20% to follow up, a sample of 120 will be recruited. Based on the projected sample size of 102, power of 0.8, and zero, small, medium or large effect sizes conditions for the indirect effect, the mediation analyses are well-powered to detect a medium beta paths between the independent variable and the mediator and between the mediator and the dependent variable (β = .0.39) using bootstrapping and the Sobel test [76]. ",Solves for sample size (often called a priori),,No,Probably,Yes,3.1,Yes,0.08,Yes (0.05),,Yes,102,d,,,Yes,.5,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",one-tailed test,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They mention a primary outcome,No,Unsure (there's not enough information to reasonably code yes or no).,"If I am correct in my assumption that they ran a power calc for a t-test, than no, it doesn't match a planned analysis. ",Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-21 01:18:47,2022-07-21 01:20:58,IP Address,24.85.181.158,100,130,True,2022-07-21 01:20:58,R_1rCeQEM7lhytNZY,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7766163,No,Include,Humans,,Nutrients,2020,4.171,"Power analyses were based on the Multivariate Repeated-Measures ANOVA (MANOVA) procedure and conducted using G*Power v3.1.7 (Heinrich Heine University, Düsseldorf, Germany). Recruitment of 100 participants per group was calculated to yield power of 95% to detect a small but statistically significant time × treatment effect size of f = 0.15. Accounting for a high drop-out rate of 25%, there would remain 80% power to detect an interaction effect size of f = 0.15. In the event of significant main or interaction effects, post-hoc pair-wise comparisons would be performed. With n = 100 per group, there would be 80% power to detect an effect size of 0.4 (Cohen’s d) between any two groups. Allowing for attrition (~25%), there would remain 80% power to detect a medium effect size of ~0.45 (Cohen’s d).",Solves for effect size (often called sensitivity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21 01:21:14,2022-07-21 01:23:38,IP Address,24.85.181.158,100,144,True,2022-07-21 01:23:38,R_QaLQi1TCScf5s1b,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7336939,No,Include,Humans,,International Journal of Yoga,2020,NA,"The sample size was not calculated before the test. However, the G * Power (Dusseldorf, Germany), an overall power analysis program software, was used to calculate the power of the test as a post hoc analysis.[13] The power was found to be adequate, i.e., >0.80 for energy, left–right (L_R) symmetry, and entropy coefficient in Bio-Well parameters.",Solves for power (often called post hoc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21 01:23:40,2022-07-21 01:34:37,IP Address,24.85.181.158,100,656,True,2022-07-21 01:34:38,R_uqYORklxf67Y69H,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7686066,No,Include,Humans,,MEMORY & COGNITION,2020,1.950,"For both experiments we used G*Power (Faul, Erdfelder, Buchner, & Lang, 2009) to determine our sample size. We determined that a sample size of 40 would have power of 0.87 to detect a medium effect size (d = .50). The selection of a medium effect size is conservative as in the literature the effect size of the visual similarity effect has been slightly larger. For instance, using the same stimuli, Chubala et al. (Experiment III, 2020) found an effect size of 1.10. The conservative selection in the present study was done to maximize the possibility of detecting a visual similarity effect with both modalities.",Solves for sample size (often called a priori),,No,Yes,No,,Yes,0.87,No,,Yes,40,d,,,Yes,0.5,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",paired sample test; two tailed; number of participants rounded down,"Previously published research,Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",many ANOVAs,No,No,I can only find ANOVAs and bayesian tests,Unsure (there's not enough information to reasonably code yes or no).,"I can't really know, cause I'm not certain that my assmptions are correct.",,"Although they say they used GPower to ""determine our sample size"". It appears as if they solved for power (87%)",
2022-07-23 00:05:11,2022-07-23 00:17:56,IP Address,24.85.181.158,100,765,True,2022-07-23 00:17:57,R_1N3N8JnWxHzES47,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC9099607,No,Include,Humans,,International Journal of Environmental Research and Public Health,2022,3.390,"The sample size of 16 participants was based on data collected by Kingsley et al. [14]. The G*Power sample size calculator, version 3.1.9.2 (Heinrich-Heine-Universität Düsseldorf, Dusseldorf, Germany) [26], was used to estimate a minimum sample size of eight to achieve a power of 80% based on an effect size (Cohen’s f) of 1.13 and an alpha of 0.05.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.2,Yes (0.80),,Yes (0.05),,Yes,8,f,,,Yes,1.13,the statistical test is NOT reported,,,"It appears to be an ANOVA, so all the anova details: default option, interaction vs main effect, etc.",No,,"Reference to other study to justify their calculation in general, but not specifically their chosen effect size (e.g., they may not state the effect size)",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but I cannot reasonably assume which option they used.",No,"As far as I know, GPower does not accomodate fully repeated measures designs (where both variables are repeated measures). And it appears that was the design of this study. Double check with HUGO.",Unsure (there's not enough information to reasonably code yes or no).,,,"They choose their sample size based on a previous study, and then they run a power calc to say that they had enough power. The effect size powered for is huge.",
2022-07-23 00:18:12,2022-07-23 00:32:06,IP Address,24.85.181.158,100,833,True,2022-07-23 00:32:06,R_9zXT1iFDGmB71tv,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC8242858,No,Include,Humans,,Nursing Open,2021,1.363,"The sample size was determined using a power analysis and calculated using the G*Power program (Erdfelder et al., 1996; Faul et al., 2007). Linear multiple regression in G*Power program was conducted using a random model. When using two‐tailed test and considering an effect size of 0.05, 16 related factors were based on the psychological stress and coping theory (Folkman & Lazarus, 1980; Lazarus & Folkman, 1984) and relevant published work (Brudek et al., 2019; Ding et al., 2015; Gifkins et al., 2017; Li et al., 2017; Zhou et al., 2017), significance level (p) of 0.05, and 95% power, yielding a minimum sample size of 627 (Graph 1). [includes a screenshot of Gpower software]",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.7,Yes,0.95,Yes (0.05),,Yes,627,Other: Standardized,r^2,,Yes,H1 0.05; H2 0.00,other regression (please describe),Linear multiple regression: Random model,,no,"Yes, based solely on the information in the article or its supplementary material",,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,"It appears they used 16 predictors in the power calc, but only 11 in the Table in the results section describing the linear multiple regression.",No,I need HUGO's input for this one. I'm not sure if the effect sizes are reasonable.,,,
2022-07-23 00:32:41,2022-07-23 00:39:06,IP Address,24.85.181.158,100,384,True,2022-07-23 00:39:06,R_2R4lbax28w7wtct,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7815697,No,Include,Humans,,Frontiers in Psychology,2020,2.129,"A priori power analyses using G∗Power 3.1.9.2 (Faul et al., 2007) indicated that a total of 34 participants (11–12 per group) would provide 80% power to detect a medium effect size of 0.35.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.2,Yes (0.80),,No,,Yes,34,No,,,Yes,0.35,the statistical test is NOT reported,,,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-23 00:39:07,2022-07-23 00:40:35,IP Address,24.85.181.158,100,87,True,2022-07-23 00:40:35,R_3ilidfZBrdqVKpT,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC8529773,No,Include,Humans,,BMC Surgery,2021,1.912,"Power analysis was performed according to the primary aim of the study, which was to compare surgery groups (A, B, and C) in terms of healing parameters (Table ​(Table2).2). The power of the test was calculated as 98% for an effect size of f = 0.64 (which is considered a large value and was calculated using the means in Table ​Table2)2) and a Type I error rate of 0.05, with the number of groups set to 3 and the sample sizes in the groups specified as 21, 18, and 9. Power analysis was performed using the G*Power v.3.1 program.",Solves for power (often called post hoc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23 00:40:37,2022-07-23 00:44:52,IP Address,24.85.181.158,100,255,True,2022-07-23 00:44:53,R_1lnRiddCXnSSgNq,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7901788,No,Exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23 00:44:54,2022-07-23 00:52:04,IP Address,24.85.181.158,100,429,True,2022-07-23 00:52:04,R_2YPLmBKrt2oEXgY,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC6615253,Yes,Include,Humans,,Trials,2019,2.067,"According to previous studies [47, 48], for an effect size of 0.25, power of 0.80, and alpha of 0.05, the sample size is to be 82 subjects (n = 41 in each group) using G-Power software. Given the probability of a 10% dropout rate, 44 subjects will be included in each group. The total sample size will be 88 participants.",Solves for sample size (often called a priori),,No,Yes,No,,Yes (0.80),,Yes (0.05),,Yes,82,No,,,Yes,.25,the statistical test is NOT reported,,,,No,,Previously published research,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",They have multiple primary outcomes,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,The article is a protocol,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-23 00:52:05,2022-07-23 01:00:52,IP Address,24.85.181.158,100,526,True,2022-07-23 01:00:52,R_CdnDLyVnp3eRgjf,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7366206,No,Include,Humans,,Molecular and Clinical Oncology,2020,0.27,Sample size calculations were performed using G*Power 3 software (10). We performed a power analysis by using a repeated measures ANOVA with an effect size of 0.25. Bentley et al (11) suggested that an effect size of 0.25 is a medium effect for the ANOVA statistic. A power analysis with an effect size of 0.25 for the power of 0.80 at a two-sided alpha level of 0.05 showed that it was necessary to have ≥29 subjects in each group. All statistical analyses were conducted with IBM SPSS® statistics ver. 22.0 software (IBM Corp.).,Solves for sample size (often called a priori),,No,Yes,Yes,3,Yes (0.80),,Yes (0.05),,Yes,58,No,,,Yes,.25,ANOVA,,,"Anova: options, effect, correlation.",No,,"Previously published research,Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They only have one primary outcome.,"Yes, but I cannot reasonably assume which option they used.",Unsure (there's not enough information to reasonably code yes or no).,The results section makes it look like they only used t-tests. But they powered for an ANOVA.,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-23 01:00:53,2022-07-23 01:07:20,IP Address,24.85.181.158,100,386,True,2022-07-23 01:07:20,R_1giLfdC03igvuk9,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7759140,No,Include,Humans,,Peer J,2020,2.353,"In an a priori analysis of the required sample size (G*Power V.3.1.9.6), we needed 12 subjects per group, we had 11 participants in the experimental group and eight in the control group that is why we have titled the article as a pilot study.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.6,No,,No,,Yes,24,No,,,No,,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-23 01:07:21,2022-07-23 01:13:36,IP Address,24.85.181.158,100,374,True,2022-07-23 01:13:36,R_2t3wRy0aTB9oWFa,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC7061134,No,Include,Humans,,International Journal of Dentistry,2020,0.66,Sample size was calculated using G-power software for t-test with predetermined margin of error of 5% and confidence level of 95%. The required sample size was 120 participants.,Solves for sample size (often called a priori),,No,Yes,No,,Yes,0.95,Yes (0.05),,Yes,120,No,,,No,,t-test,,,independent or paired sample t-test,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,"I don't know if it's an independent or paired t-test, so I can't no for certain.",Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-07-23 01:13:37,2022-07-23 01:23:54,IP Address,24.85.181.158,100,616,True,2022-07-23 01:23:55,R_1eUA8QOKyb0R6rh,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC6427863,No,Include,Non-human animals (this includes both in vivo and in vitro studies),,BMC Complementary and Alternative Medicine,2019,2.109,"Sample sizes were calculated using the freely downloadable software G Power for sample size calculation and performing an a priori analysis. The sample size was calculated using the power analyses for analyses of variance for fixed effects, using a one-factorial design (Experiment 1) or a multi-factorial design (Experiments 2 to 5). We have assumed a significance level (alpha) of 5% for all experiments, and power (probability of finding an effect) of 80%, using a two tailed test, with no expected attrition. ",Solves for sample size (often called a priori),,Yes,Yes,No,,Yes (0.80),,Yes (0.05),,No,,No,,,No,,ANOVA,,,anova info,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but I cannot reasonably assume which option they used.",Yes,"Yes, in the sense that it's an ANOVA. But I'm not sure if they ran the same type of ANOVA as in the power calc.",Unsure (there's not enough information to reasonably code yes or no).,,,sample sizes are ~5 per group.,
2022-07-23 01:23:55,2022-07-23 01:28:46,IP Address,24.85.181.158,100,291,True,2022-07-23 01:28:46,R_1JRcgv5EZyHNzQx,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC5822542,No,Include,Humans,,Medicina Oral Patologia Oral y Cirugia Bucal,2017,1.087,The posthoc analysis accessed the β-1 value (effect size) using the software G*Power 3.1.,Solves for power (often called post hoc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23 01:28:47,2022-07-23 01:30:56,IP Address,24.85.181.158,100,128,True,2022-07-23 01:30:57,R_2VsBnUgQbOvc7f2,,,,,49.6979,-123.1552,anonymous,EN-GB,RTT,,PMC9025940,No,Include,Humans,,Journal of Clinical Medicine,2022,4.242,"A post hoc power analysis was also performed using G*Power, in order to assess the achieved power, for those two-tailed tests which rejected the null hypothesis. The analysis was performed based on the significance level of 0.05, the sample size considered for those cases, the correlation between the groups, and based on the effect size, determined from the difference between the dependent means of the two groups and their standard deviation, for the considered matched pairs...The post hoc power analysis performed for the cases in which the null hypothesis was rejected showed a statistical power higher than 98% (i.e., a probability of 0.989 for the first test and, respectively, of 0.999 for the second test), for the considered sample size of 11. The computed statistical power shows, therefore, a very high probability for the correct rejection of the null hypothesis, in both cases. ",Solves for power (often called post hoc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
